year,week_nbr,week_begin_date,week_end_date,top_10_gross,overall_gross,inflation_adj_gross,nbr_releases,top_release
2025,28,7/11/2025,7/17/2025,"$296,195,839 ","$300,032,785 ","$239,026,493.95 ",58,Superman
2025,27,7/4/2025,7/10/2025,"$233,701,669 ","$238,967,618 ","$190,377,834.54 ",61,Jurassic World: Rebirth
2025,26,6/27/2025,7/3/2025,"$245,354,117 ","$251,845,844 ","$200,637,504.02 ",65,F1: The Movie
2025,25,6/20/2025,6/26/2025,"$180,327,690 ","$188,715,812 ","$150,343,832.91 ",68,How to Train Your Dragon
2025,24,6/13/2025,6/19/2025,"$222,612,326 ","$231,242,090 ","$184,223,154.24 ",63,How to Train Your Dragon
2025,23,6/6/2025,6/12/2025,"$150,793,466 ","$161,171,971 ","$128,400,538.47 ",69,Lilo & Stitch
2025,22,5/30/2025,6/5/2025,"$201,626,886 ","$207,288,450 ","$165,703,084.85 ",67,Lilo & Stitch
2025,21,5/23/2025,5/29/2025,"$395,853,924 ","$398,583,925 ","$318,621,640.24 ",62,Lilo & Stitch
2025,20,5/16/2025,5/22/2025,"$140,206,067 ","$144,884,295 ","$115,818,197.43 ",84,Final Destination: Bloodlines
2025,19,5/9/2025,5/15/2025,"$110,720,767 ","$116,132,870 ","$92,834,766.29 ",88,Thunderbolts*
2025,18,5/2/2025,5/8/2025,"$185,983,988 ","$190,471,725 ","$152,260,062.77 ",80,Thunderbolts*
2025,17,4/25/2025,5/1/2025,"$190,187,818 ","$198,368,610 ","$158,903,895.57 ",76,Sinners
2025,16,4/18/2025,4/24/2025,"$187,358,470 ","$197,694,158 ","$158,363,623.34 ",74,Sinners
2025,15,4/11/2025,4/17/2025,"$207,043,450 ","$215,546,997 ","$172,664,704.87 ",66,A Minecraft Movie
2025,14,4/4/2025,4/10/2025,"$246,463,785 ","$254,529,307 ","$203,891,625.89 ",73,A Minecraft Movie
2025,13,3/28/2025,4/3/2025,"$90,711,303 ","$102,367,834 ","$82,257,517.32 ",76,A Working Man
2025,12,3/21/2025,3/27/2025,"$88,596,475 ","$99,748,573 ","$80,152,814.12 ",78,Snow White
2025,11,3/14/2025,3/20/2025,"$64,203,953 ","$74,537,687 ","$59,894,645.02 ",78,Novocaine
2025,10,3/7/2025,3/13/2025,"$68,418,317 ","$79,762,454 ","$64,092,998.60 ",78,Mickey 17
2025,9,2/28/2025,3/6/2025,"$60,418,544 ","$74,428,851 ","$59,941,581.01 ",75,Captain America: Brave New World
2025,8,2/21/2025,2/27/2025,"$88,239,882 ","$101,139,282 ","$81,452,936.39 ",73,Captain America: Brave New World
2025,7,2/14/2025,2/20/2025,"$192,862,665 ","$207,758,715 ","$167,319,334.90 ",66,Captain America: Brave New World
2025,6,2/7/2025,2/13/2025,"$62,198,987 ","$76,260,084 ","$61,416,372.04 ",75,Dog Man
2025,5,1/31/2025,2/6/2025,"$91,413,098 ","$107,368,517 ","$86,853,748.96 ",68,Dog Man
2025,4,1/24/2025,1/30/2025,"$71,170,055 ","$87,798,573 ","$71,023,009.64 ",62,Flight Risk
2025,3,1/17/2025,1/23/2025,"$101,142,458 ","$113,931,067 ","$92,162,400.75 ",68,Mufasa: The Lion King
2025,2,1/10/2025,1/16/2025,"$95,208,875 ","$106,422,271 ","$86,088,301.00 ",63,Den of Thieves: Pantera
2025,1,1/3/2025,1/9/2025,"$133,064,659 ","$140,144,062 ","$113,366,911.63 ",60,Mufasa: The Lion King
2024,52,12/27/2024,1/2/2025,"$291,628,956 ","$307,097,157 ","$250,046,687.55 ",90,Mufasa: The Lion King
2024,51,12/20/2024,12/26/2024,"$298,846,023 ","$311,296,923 ","$253,466,248.93 ",64,Sonic the Hedgehog 3
2024,50,12/13/2024,12/19/2024,"$121,080,672 ","$130,123,037 ","$105,949,643.73 ",75,Moana 2
2024,49,12/6/2024,12/12/2024,"$170,672,105 ","$181,339,586 ","$147,651,522.55 ",72,Moana 2
2024,48,11/29/2024,12/5/2024,"$334,997,500 ","$338,591,481 ","$275,788,075.35 ",56,Moana 2
2024,47,11/22/2024,11/28/2024,"$399,670,846 ","$405,421,376 ","$330,222,073.70 ",58,Wicked
2024,46,11/15/2024,11/21/2024,"$85,414,614 ","$91,246,420 ","$74,321,641.17 ",69,Red One
2024,45,11/8/2024,11/14/2024,"$87,098,199 ","$96,591,267 ","$78,675,102.94 ",68,Venom: The Last Dance
2024,44,11/1/2024,11/7/2024,"$86,754,102 ","$98,565,700 ","$80,283,309.61 ",78,Venom: The Last Dance
2024,43,10/25/2024,10/31/2024,"$120,177,763 ","$127,240,009 ","$103,582,841.50 ",73,Venom: The Last Dance
2024,42,10/18/2024,10/24/2024,"$82,839,552 ","$94,320,179 ","$76,783,648.70 ",74,Smile 2
2024,41,10/11/2024,10/17/2024,"$94,649,423 ","$106,864,068 ","$86,995,308.35 ",68,Terrifier 3
2024,40,10/4/2024,10/10/2024,"$104,297,683 ","$112,811,509 ","$91,836,968.17 ",67,Joker: Folie à Deux
2024,39,9/27/2024,10/3/2024,"$108,491,985 ","$120,835,837 ","$98,482,619.39 ",73,The Wild Robot
2024,38,9/20/2024,9/26/2024,"$97,491,579 ","$107,462,043 ","$87,582,820.98 ",71,Beetlejuice Beetlejuice
2024,37,9/13/2024,9/19/2024,"$113,624,154 ","$124,351,589 ","$101,347,998.36 ",63,Beetlejuice Beetlejuice
2024,36,9/6/2024,9/12/2024,"$178,285,655 ","$187,064,651 ","$152,459,876.83 ",66,Beetlejuice Beetlejuice
2024,35,8/30/2024,9/5/2024,"$104,307,320 ","$125,232,538 ","$102,229,717.69 ",71,Deadpool & Wolverine
2024,34,8/23/2024,8/29/2024,"$117,229,768 ","$126,927,495 ","$103,613,343.53 ",61,Deadpool & Wolverine
2024,33,8/16/2024,8/22/2024,"$189,497,673 ","$199,432,867 ","$162,800,866.43 ",67,Alien: Romulus
2024,32,8/9/2024,8/15/2024,"$224,907,642 ","$232,051,096 ","$189,427,751.07 ",62,Deadpool & Wolverine
2024,31,8/2/2024,8/8/2024,"$249,109,439 ","$254,451,878 ","$207,713,938.16 ",57,Deadpool & Wolverine
2024,30,7/26/2024,8/1/2024,"$414,145,498 ","$416,767,433 ","$340,492,129.20 ",64,Deadpool & Wolverine
2024,29,7/19/2024,7/25/2024,"$223,449,238 ","$229,500,084 ","$187,497,789.09 ",62,Twisters
2024,28,7/12/2024,7/18/2024,"$180,706,565 ","$188,206,926 ","$153,761,959.04 ",66,Despicable Me 4
2024,27,7/5/2024,7/11/2024,"$235,985,643 ","$242,844,213 ","$198,399,722.72 ",60,Despicable Me 4
2024,26,6/28/2024,7/4/2024,"$268,459,170 ","$284,188,984 ","$232,447,457.49 ",71,Inside Out 2
2024,25,6/21/2024,6/27/2024,"$224,966,608 ","$232,604,957 ","$190,255,196.01 ",71,Inside Out 2
2024,24,6/14/2024,6/20/2024,"$341,530,160 ","$348,317,577 ","$284,900,329.47 ",66,Inside Out 2
2024,23,6/7/2024,6/13/2024,"$141,679,404 ","$150,857,891 ","$123,391,599.18 ",59,Bad Boys: Ride or Die
2024,22,5/31/2024,6/6/2024,"$89,481,959 ","$101,109,374 ","$82,728,573.23 ",61,The Garfield Movie
2024,21,5/24/2024,5/30/2024,"$154,935,365 ","$161,817,046 ","$132,400,120.89 ",66,Furiosa: A Mad Max Saga
2024,20,5/17/2024,5/23/2024,"$121,493,181 ","$129,539,121 ","$105,990,040.63 ",68,IF
2024,19,5/10/2024,5/16/2024,"$121,768,269 ","$129,053,948 ","$105,593,067.84 ",75,Kingdom of the Planet of the Apes
2024,18,5/3/2024,5/9/2024,"$90,448,887 ","$99,280,214 ","$81,231,938.54 ",75,The Fall Guy
2024,17,4/26/2024,5/2/2024,"$76,059,012 ","$88,094,817 ","$72,199,719.04 ",73,Challengers
2024,16,4/19/2024,4/25/2024,"$80,385,420 ","$88,445,128 ","$72,486,822.83 ",79,Civil War
2024,15,4/12/2024,4/18/2024,"$90,338,573 ","$101,007,766 ","$82,782,762.65 ",80,Civil War
2024,14,4/5/2024,4/11/2024,"$105,143,238 ","$112,568,592 ","$92,257,649.11 ",83,Godzilla x Kong: The New Empire
2024,13,3/29/2024,4/4/2024,"$176,272,527 ","$187,141,389 ","$153,972,283.64 ",85,Godzilla x Kong: The New Empire
2024,12,3/22/2024,3/28/2024,"$137,061,264 ","$146,069,521 ","$120,180,029.86 ",76,Ghostbusters: Frozen Empire
2024,11,3/15/2024,3/21/2024,"$113,279,471 ","$121,432,674 ","$99,909,839.42 ",74,Dune: Part Two
2024,10,3/8/2024,3/14/2024,"$181,018,480 ","$188,830,422 ","$155,361,950.94 ",70,Kung Fu Panda 4
2024,9,3/1/2024,3/7/2024,"$147,325,314 ","$155,901,330 ","$128,269,240.34 ",73,Dune: Part Two
2024,8,2/23/2024,2/29/2024,"$68,644,451 ","$82,352,592 ","$68,194,334.25 ",76,Bob Marley: One Love
2024,7,2/16/2024,2/22/2024,"$99,203,909 ","$113,850,842 ","$94,277,328.57 ",70,Bob Marley: One Love
2024,6,2/9/2024,2/15/2024,"$66,785,262 ","$82,749,827 ","$68,523,275.65 ",75,Bob Marley: One Love
2024,5,2/2/2024,2/8/2024,"$66,694,769 ","$79,220,944 ","$65,601,086.79 ",68,Argylle
2024,4,1/26/2024,2/1/2024,"$56,112,646 ","$75,221,667 ","$62,674,925.99 ",73,The Beekeeper
2024,3,1/19/2024,1/25/2024,"$70,128,584 ","$86,829,127 ","$72,346,297.62 ",64,Mean Girls
2024,2,1/12/2024,1/18/2024,"$121,177,517 ","$139,340,879 ","$116,099,252.08 ",62,Mean Girls
2024,1,1/5/2024,1/11/2024,"$98,815,976 ","$113,187,949 ","$94,308,549.78 ",61,Wonka
2023,52,12/29/2023,1/4/2024,"$175,935,441 ","$197,762,530 ","$165,673,972.58 ",60,Wonka
2023,51,12/22/2023,12/28/2023,"$243,668,058 ","$279,982,787 ","$234,553,333.12 ",59,Aquaman and the Lost Kingdom
2023,50,12/15/2023,12/21/2023,"$107,049,256 ","$118,745,712 ","$99,478,267.37 ",61,Wonka
2023,49,12/8/2023,12/14/2023,"$80,477,690 ","$97,103,750 ","$81,347,887.36 ",65,The Boy and the Heron
2023,48,12/1/2023,12/7/2023,"$112,326,147 ","$128,977,378 ","$108,049,763.46 ",61,Renaissance: A Film by Beyoncé
2023,47,11/24/2023,11/30/2023,"$134,798,910 ","$143,743,625 ","$120,300,452.64 ",56,The Hunger Games: The Ballad of Songbirds & Snakes
2023,46,11/17/2023,11/23/2023,"$189,389,127 ","$203,311,416 ","$170,153,322.42 ",57,The Hunger Games: The Ballad of Songbirds & Snakes
2023,45,11/10/2023,11/16/2023,"$100,666,510 ","$109,510,144 ","$91,650,115.90 ",66,The Marvels
2023,44,11/3/2023,11/9/2023,"$71,985,061 ","$82,443,979 ","$68,998,176.38 ",63,Five Nights at Freddy's
2023,43,10/27/2023,11/2/2023,"$150,771,230 ","$156,723,566 ","$130,899,180.15 ",65,Five Nights at Freddy's
2023,42,10/20/2023,10/26/2023,"$99,427,818 ","$105,874,272 ","$88,428,663.01 ",71,Taylor Swift: The Eras Tour
2023,41,10/13/2023,10/19/2023,"$147,035,022 ","$154,221,330 ","$128,809,254.24 ",63,Taylor Swift: The Eras Tour
2023,40,10/6/2023,10/12/2023,"$90,807,956 ","$101,355,595 ","$84,654,558.52 ",65,The Exorcist: Believer
2023,39,9/29/2023,10/5/2023,"$102,262,146 ","$113,481,212 ","$94,745,819.26 ",72,PAW Patrol: The Mighty Movie
2023,38,9/22/2023,9/28/2023,"$57,860,456 ","$72,206,550 ","$60,285,474.70 ",71,The Nun II
2023,37,9/15/2023,9/21/2023,"$75,338,001 ","$84,932,052 ","$70,910,036.17 ",60,A Haunting in Venice
2023,36,9/8/2023,9/14/2023,"$108,822,388 ","$118,080,945 ","$98,586,150.74 ",60,The Nun II
2023,35,9/1/2023,9/7/2023,"$117,897,263 ","$135,583,244 ","$113,198,874.98 ",64,The Equalizer 3
2023,34,8/25/2023,8/31/2023,"$105,022,637 ","$125,131,982 ","$104,732,712.97 ",76,Gran Turismo
2023,33,8/18/2023,8/24/2023,"$132,230,294 ","$140,590,620 ","$117,671,252.51 ",61,Blue Beetle
2023,32,8/11/2023,8/17/2023,"$167,942,868 ","$175,110,767 ","$146,563,855.26 ",64,Barbie
2023,31,8/4/2023,8/10/2023,"$266,703,622 ","$272,739,360 ","$228,276,837.39 ",58,Barbie
2023,30,7/28/2023,8/3/2023,"$336,057,419 ","$343,938,376 ","$289,126,013.52 ",58,Barbie
2023,29,7/21/2023,7/27/2023,"$487,132,062 ","$492,427,879 ","$413,951,217.83 ",57,Barbie
2023,28,7/14/2023,7/20/2023,"$202,421,352 ","$212,492,533 ","$178,628,275.46 ",64,Mission: Impossible - Dead Reckoning Part One
2023,27,7/7/2023,7/13/2023,"$203,970,128 ","$222,242,726 ","$186,824,611.29 ",60,Insidious: The Red Door
2023,26,6/30/2023,7/6/2023,"$220,651,110 ","$234,256,136 ","$197,299,117.01 ",53,Indiana Jones and the Dial of Destiny
2023,25,6/23/2023,6/29/2023,"$164,218,303 ","$169,252,080 ","$142,550,314.82 ",55,Spider-Man: Across the Spider-Verse
2023,24,6/16/2023,6/22/2023,"$243,019,307 ","$247,256,721 ","$208,248,686.93 ",55,The Flash
2023,23,6/9/2023,6/15/2023,"$235,053,969 ","$237,894,632 ","$200,363,591.90 ",58,Spider-Man: Across the Spider-Verse
2023,22,6/2/2023,6/8/2023,"$290,951,001 ","$293,843,593 ","$247,485,860.68 ",58,Spider-Man: Across the Spider-Verse
2023,21,5/26/2023,6/1/2023,"$245,921,612 ","$249,542,080 ","$210,852,132.33 ",61,The Little Mermaid
2023,20,5/19/2023,5/25/2023,"$157,732,470 ","$162,142,869 ","$137,003,625.48 ",60,Fast X
2023,19,5/12/2023,5/18/2023,"$127,617,539 ","$136,059,404 ","$114,964,239.53 ",61,Guardians of the Galaxy Vol. 3
2023,18,5/5/2023,5/11/2023,"$203,241,993 ","$209,196,725 ","$176,762,073.73 ",55,Guardians of the Galaxy Vol. 3
2023,17,4/28/2023,5/4/2023,"$112,478,818 ","$128,833,530 ","$109,132,845.95 ",63,The Super Mario Bros. Movie
2023,16,4/21/2023,4/27/2023,"$152,786,276 ","$162,482,822 ","$137,636,629.09 ",64,The Super Mario Bros. Movie
2023,15,4/14/2023,4/20/2023,"$182,489,593 ","$188,649,202 ","$159,801,755.80 ",70,The Super Mario Bros. Movie
2023,14,4/7/2023,4/13/2023,"$278,017,421 ","$284,947,488 ","$241,374,511.06 ",68,The Super Mario Bros. Movie
2023,13,3/31/2023,4/6/2023,"$183,428,574 ","$195,611,910 ","$166,538,037.06 ",71,The Super Mario Bros. Movie
2023,12,3/24/2023,3/30/2023,"$147,063,085 ","$153,677,362 ","$130,836,236.96 ",67,John Wick: Chapter 4
2023,11,3/17/2023,3/23/2023,"$113,230,818 ","$120,581,335 ","$102,659,285.10 ",62,Shazam! Fury of the Gods
2023,10,3/10/2023,3/16/2023,"$157,731,672 ","$166,546,588 ","$141,792,704.98 ",71,Scream VI
2023,9,3/3/2023,3/9/2023,"$144,237,883 ","$151,921,390 ","$129,341,255.75 ",76,Creed III
2023,8,2/24/2023,3/2/2023,"$114,530,891 ","$122,420,424 ","$104,570,090.57 ",73,Ant-Man and the Wasp: Quantumania
2023,7,2/17/2023,2/23/2023,"$183,771,488 ","$193,202,452 ","$165,031,268.83 ",65,Ant-Man and the Wasp: Quantumania
2023,6,2/10/2023,2/16/2023,"$73,245,180 ","$81,991,386 ","$70,036,080.42 ",69,Magic Mike's Last Dance
2023,5,2/3/2023,2/9/2023,"$89,952,549 ","$102,842,049 ","$87,846,472.24 ",64,80 for Brady
2023,4,1/27/2023,2/2/2023,"$80,874,575 ","$95,030,470 ","$81,627,034.82 ",63,Avatar: The Way of Water
2023,3,1/20/2023,1/26/2023,"$95,033,308 ","$102,525,953 ","$88,065,328.26 ",59,Avatar: The Way of Water
2023,2,1/13/2023,1/19/2023,"$142,235,096 ","$147,709,193 ","$126,875,763.53 ",51,Avatar: The Way of Water
2023,1,1/6/2023,1/12/2023,"$137,624,992 ","$140,979,561 ","$121,095,302.74 ",42,Avatar: The Way of Water
2022,52,12/30/2022,1/5/2023,"$174,584,090 ","$176,585,127 ","$152,891,661.42 ",47,Avatar: The Way of Water
2022,51,12/23/2022,12/29/2022,"$242,130,042 ","$246,487,640 ","$213,414,942.91 ",50,Avatar: The Way of Water
2022,50,12/16/2022,12/22/2022,"$232,765,223 ","$236,324,722 ","$204,615,643.42 ",47,Avatar: The Way of Water
2022,49,12/9/2022,12/15/2022,"$45,214,764 ","$51,441,972 ","$44,539,699.91 ",58,Black Panther: Wakanda Forever
2022,48,12/2/2022,12/8/2022,"$65,533,485 ","$71,808,894 ","$62,173,872.14 ",59,Black Panther: Wakanda Forever
2022,47,11/25/2022,12/1/2022,"$108,155,850 ","$114,262,463 ","$98,627,468.16 ",49,Black Panther: Wakanda Forever
2022,46,11/18/2022,11/24/2022,"$158,366,183 ","$166,806,980 ","$143,982,106.43 ",54,Black Panther: Wakanda Forever
2022,45,11/11/2022,11/17/2022,"$252,999,294 ","$256,405,792 ","$221,320,750.69 ",54,Black Panther: Wakanda Forever
2022,44,11/4/2022,11/10/2022,"$71,262,866 ","$78,067,175 ","$67,384,927.77 ",59,Black Adam
2022,43,10/28/2022,11/3/2022,"$86,294,773 ","$91,912,422 ","$79,255,542.50 ",61,Black Adam
2022,42,10/21/2022,10/27/2022,"$142,445,560 ","$147,141,895 ","$126,879,593.19 ",61,Black Adam
2022,41,10/14/2022,10/20/2022,"$90,872,745 ","$96,016,976 ","$82,794,875.34 ",58,Halloween Ends
2022,40,10/7/2022,10/13/2022,"$75,925,936 ","$83,589,769 ","$72,078,967.62 ",62,Smile
2022,39,9/30/2022,10/6/2022,"$77,608,975 ","$88,356,878 ","$76,498,680.52 ",74,Smile
2022,38,9/23/2022,9/29/2022,"$74,377,392 ","$83,863,729 ","$72,608,547.94 ",78,Don't Worry Darling
2022,37,9/16/2022,9/22/2022,"$58,104,893 ","$71,137,093 ","$61,589,927.96 ",77,The Woman King
2022,36,9/9/2022,9/15/2022,"$45,753,332 ","$58,754,541 ","$50,869,213.16 ",75,Barbarian
2022,35,9/2/2022,9/8/2022,"$61,477,939 ","$83,410,960 ","$72,216,544.15 ",68,Top Gun: Maverick
2022,34,8/26/2022,9/1/2022,"$57,167,640 ","$72,138,393 ","$62,591,176.73 ",64,The Invitation
2022,33,8/19/2022,8/25/2022,"$95,247,181 ","$109,213,701 ","$94,759,721.93 ",62,Dragon Ball Super: Super Hero
2022,32,8/12/2022,8/18/2022,"$83,895,113 ","$99,091,629 ","$85,977,264.05 ",64,Bullet Train
2022,31,8/5/2022,8/11/2022,"$130,463,673 ","$136,951,863 ","$118,826,853.56 ",51,Bullet Train
2022,30,7/29/2022,8/4/2022,"$144,821,635 ","$151,253,777 ","$131,189,458.75 ",54,DC League of Super-Pets
2022,29,7/22/2022,7/28/2022,"$190,271,137 ","$193,910,125 ","$168,187,299.85 ",58,Nope
2022,28,7/15/2022,7/21/2022,"$203,094,384 ","$205,656,619 ","$178,375,582.22 ",57,Thor: Love and Thunder
